Destination Name,Category,Region,Price,Rating,Reviews,Latitude,Longitude,Description,Tags,Location,Best Time to Visit,Image URL
"MacArthur Leyte Landing Memorial National Park, Palo",Historical,Region VIII - Eastern Visayas,8000,4.4,19,11.7153625,124.2578439,This park commemorates the historic landing of General MacArthur in Leyte during World War II.,"memorial, history, WWII, landmark, museum"," Palo, Leyte",Late August,
MADONNA OF JAPAN,Tourist,Region VIII - Eastern Visayas,8000,3.5,42,11.1984053,124.4085064,The Madonna of Japan is a unique monument symbolizing friendship and peace between nations.,"monument, religious, cultural, landmark, viewpoint"," Tacloban City, Leyte (located at Our Lady of Japan Shrine, Tacloban)",Early March,
"Mahagnao Lake, Mahagnao Volcano Natural Park",Natural,Region VIII - Eastern Visayas,8000,4.7,"8,694",11.7628779,120.7109285,"This park features a volcanic lake and rich biodiversity, attracting nature lovers and adventurers.","lake, volcano park, hiking, protected, scenic"," Barangay Mahagnao, Burauen, Leyte",First week of July,
Minasangay Island Ecological Park and Resort,Parks,Region VIII - Eastern Visayas,8000,4.6,156,11.4680894,123.7478489,This park combines island beauty with ecological conservation and resort amenities.,"island, eco-park, resort, beach, nature"," Minasangay Island, Barangay San Isidro, Inopacan, Leyte",Late June,
Mondelos Nature Park,Natural,Region VIII - Eastern Visayas,8000,4.9,8,11.7628779,120.7109285,"Mondelos Nature Park is a lush green space, ideal for family outings and nature appreciation.","nature park, forest, trails, wildlife, recreation"," Barangay Mondelos, Ormoc City, Leyte",Early June,
Mount Gumdalitan,Mountains,Region VIII - Eastern Visayas,8000,N/A,N/A,10.9748404,124.1531055,"Mount Gumdalitan is a mysterious peak, waiting to be explored by adventurous souls.","mountain, remote, hiking, nature, exploration"," Barangay San Isidro, Burauen, Leyte",Late March,
Mount Pangasugan,Mountains,Region VIII - Eastern Visayas,8000,5,4,10.9748404,124.1531055,"Mount Pangasugan is a biodiversity hotspot, attracting trekkers and researchers with its rich flora and fauna.","mountain, hiking, biodiversity, nature, viewpoint"," Barangay San Miguel, Burauen, Leyte",Early December,
Mount Tabunan,Mountains,Region VIII - Eastern Visayas,8000,2.5,2,10.9748404,124.1531055,"Mount Tabunan is a lesser-known peak, ideal for those seeking solitude and adventure.","mountain, hiking, nature, viewpoint"," Barangay Tabunan, Cebu City, Cebu",Early November,
Mt. Aminduen (Alto Peak),Mountains,Region VIII - Eastern Visayas,8000,4.8,29,10.9748404,124.1531055,"Mt. Aminduen, also known as Alto Peak, is a challenging climb with rewarding summit views.","mountain, hiking, peak, scenic, nature"," Barangay San Isidro, Burauen, Leyte (same as #5 Alto Peak)",First week of May,
New Art Museum,Museums,Region VIII - Eastern Visayas,8000,4.2,449,11.7628779,120.7109285,The New Art Museum showcases contemporary works from regional and national artists.,"museum, contemporary art, exhibits, culture"," Tacloban City, Leyte (assumed local art space; no official “New Art Museum” in region)",Late March,
Nuestra Senora de Salvacion Historical and Ecclesiastical Museum,Museums,Region VIII - Eastern Visayas,8000,4.3,8,11.4680894,123.7478489,This museum highlights religious history and local devotion.,"museum, ecclesiastical, history, religion, culture"," Calbiga, Samar",Mid-July,
Palompon Eco-Adventure Park,Parks,Region VIII - Eastern Visayas,8000,4.7,171,11.4680894,123.7478489,Palompon Eco-Adventure Park is a hub for outdoor activities and eco-friendly tourism.,"eco-adventure, zipline, activities, nature, recreation"," Barangay San Isidro, Palompon, Leyte",Mid-April,
Pangi Falls,Waterfalls,Region VIII - Eastern Visayas,8000,4.9,13,11.3229955,123.5142921,"Pangi Falls is a spectacular waterfall, known for its powerful flow and scenic beauty.","waterfall, nature, hiking, swimming, scenic"," Barangay Pangi, Ormoc City, Leyte",Mid-May,
Samar Archaeological Museum,Museums,Region VIII - Eastern Visayas,8000,4.3,310,11.4680894,123.7478489,This museum preserves artifacts and stories from Samar's ancient past.,"museum, archaeology, heritage, exhibits, culture"," Catbalogan City, Samar",Early December,
Sambauan Beach,Beaches,Region VIII - Eastern Visayas,8000,4,14,11.7153625,124.2578439,"Sambauan Beach is a quiet stretch of sand, ideal for relaxation and beachcombing.","beach, snorkeling, sand, swimming, nature"," Barangay Sambauan, Palompon, Leyte",First week of September,
San Pedro Island,Islands,Region VIII - Eastern Visayas,8000,4.7,11,11.4215973,123.471326,"San Pedro Island is a tropical paradise, perfect for snorkeling and beach activities.","island, beach, snorkeling, nature, scenic"," San Pedro Island, Barangay San Pedro, Palompon, Leyte",Early December,
Santo Nino Shrine and Heritage Museum,Historical,Region VIII - Eastern Visayas,8000,4.6,259,11.4215973,123.4439539,This museum showcases religious artifacts and the rich heritage of Eastern Visayas.,"museum, religious, heritage, history, culture"," Cebu City, Cebu",Mid-June,
Sohoton Caves & Natural Bridge Park,Parks,Region VIII - Eastern Visayas,8000,4.6,150,11.4680894,123.7478489,Sohoton Caves & Natural Bridge Park features stunning caves and a natural stone bridge.,"caves, natural bridge, spelunking, adventure, nature"," Barangay Pan-as, Basey, Samar",Early October,
Talisay Island,Islands,Region VIII - Eastern Visayas,8000,4.3,73,11.4215973,123.471326,Talisay Island offers pristine beaches and a laid-back atmosphere.,"island, beach, fishing, nature, scenic"," Talisay Island, Barangay Talisay, Palompon, Leyte",Late February,
Tarangban Falls,Waterfalls,Region VIII - Eastern Visayas,8000,4.2,50,11.3229955,123.5142921,"Tarangban Falls is a multi-tiered cascade, popular for its serene setting and cool waters.","waterfall, nature, hiking, scenic"," Barangay Tarangban, Ormoc City, Leyte",Mid-February,
Tinago Falls,Waterfalls,Region VIII - Eastern Visayas,8000,4.4,178,11.3229955,123.5142921,"Tinago Falls is a hidden gem, with cascading waters and a tranquil pool perfect for swimming.","waterfall, nature, hiking, swimming, scenic"," Barangay Tinago, Iligan City, Lanao del Norte (Note: Famous Tinago Falls is in Mindanao; no verified one in Leyte/Samar)",Early September,
Tomalistis Falls,Waterfalls,Region VIII - Eastern Visayas,8000,4.5,122,11.3229955,123.5142921,"Tomalistis Falls features a dramatic drop and lush surroundings, ideal for nature enthusiasts.","waterfall, nature, hiking, swimming, scenic"," Barangay Tomalistis, Ormoc City, Leyte",First week of July,
Uswag Pambujan Landmark,Historical,Region VIII - Eastern Visayas,8000,4.2,316,11.4215973,123.4439539,Uswag Pambujan Landmark celebrates local progress and community spirit.,"landmark, civic, history, cultural, viewpoint"," Pambujan, Northern Samar",Early September,
Viga Spring,Tourist,Region VIII - Eastern Visayas,8000,4.7,35,11.1984053,124.4085064,"Viga Spring is a tranquil natural spring, perfect for a refreshing dip and relaxation in Eastern Visayas.","spring, nature, swimming, relaxation, scenic"," Barangay Viga, Ormoc City, Leyte",Late February,
Visayas State University Beach,Beaches,Region VIII - Eastern Visayas,8000,4.2,20,11.7153625,124.2578439,This university beach offers a laid-back atmosphere and scenic coastal views.,"beach, swimming, coastal, nature, recreation"," Baybay City, Leyte (VSU main campus beachfront)",Early July,
Aliguay Island,Islands,Region IX - Zamboanga Peninsula,8000,4.5,448,7.7847855,122.1509357,"Aliguay Island is a tropical haven, ideal for relaxation and water sports.","lake, freshwater, nature, scenic, recreation","Dapitan City, Zamboanga del Norte",Early August,
Arcillas Beach,Beaches,Region IX - Zamboanga Peninsula,8000,4.8,4,7.8141252,122.0619786,Arcillas Beach is a favorite for its powdery sand and calm waters.,"beach, sand, snorkeling, swimming, scenic","Barangay Arcillas, Dapitan City, Zamboanga del Norte",Mid-July,
Bagacay Falls,Tourist,Region IX - Zamboanga Peninsula,8000,5,8,7.7849084,122.0529638,"Bagacay Falls is a picturesque waterfall, ideal for swimming and picnicking in nature.","waterfall, nature, hiking, scenic, swimming","Barangay Bagacay, Sibutad, Zamboanga del Norte",Early March,
Balumbunan Cave and Submerged River,Caves,Region IX - Zamboanga Peninsula,8000,5,2,6.956741,120.7409074,Balumbunan Cave offers a unique experience with its submerged river passages.,"submerged-river, cave, spelunking, adventure, unique","Barangay Balumbunan, Sibutad, Zamboanga del Norte",Early May,
Bigong Mountains,Mountains,Region IX - Zamboanga Peninsula,8000,5,1,6.9723918,120.8536094,Bigong Mountains are known for their panoramic views and rich biodiversity.,"mountain, peak, hiking, viewpoint, nature","Barangay Bigong, Sibutad, Zamboanga del Norte",Mid-May,
Bisaya-Bisaya Beach,Beaches,Region IX - Zamboanga Peninsula,8000,5,1,7.7863771,122.0514108,"Bisaya-Bisaya Beach is a pristine beach, known for its crystal-clear waters and scenic views.","beach, pristine, sand, swimming, relaxation","Barangay Bisaya-Bisaya, Dapitan City, Zamboanga del Norte",Early September,
Bolong Beach,Beaches,Region IX - Zamboanga Peninsula,8000,4.5,18,7.8141252,122.0619786,"Bolong Beach offers a long stretch of sand and gentle waves, perfect for family outings.","beach, coastal, sand, swimming, relaxation","Barangay Bolong, Zamboanga City, Zamboanga del Sur",First week of July,
Buli Mumpung Beach,Beaches,Region IX - Zamboanga Peninsula,8000,4.4,21,7.7863771,122.0514108,"Buli Mumpung Beach features soft sands and clear waters, perfect for a day by the sea.","beach, sandbar, swimming, local, nature","Barangay Buli, Sibutad, Zamboanga del Norte",Late August,
Butterfly Garden,Parks,Region IX - Zamboanga Peninsula,8000,4.5,278,7.7850851,122.1534015,The Butterfly Garden showcases colorful butterflies and native plants in a peaceful setting.,"garden, butterflies, conservation, education, attraction","Pasonanca Park, Zamboanga City, Zamboanga del Sur",Mid-December,
CATHERAL CAVE(WALING-WALING CAVE),Caves,Region IX - Zamboanga Peninsula,8000,4.5,115,7.7989373,122.0846245,Cathedral Cave impresses with its grand chambers and dramatic rock formations.,"cave, cathedral-like, spelunking, nature, exploration","Barangay Sinunuc, Sibuco, Zamboanga del Norte",First week of May,
Cesar Climaco Freedom Park - Abong-abong,Tourist,Region IX - Zamboanga Peninsula,8000,4.5,226,7.7849084,122.0529638,This park honors a local hero and offers panoramic city views and hiking trails.,"park, monument, public space, recreation, events","Zamboanga City, Zamboanga del Sur",Mid-March,
Dapitan City Plaza,Historical,Region IX - Zamboanga Peninsula,8000,4.8,15,7.7850851,122.1534015,"Dapitan City Plaza is a vibrant public space, surrounded by heritage buildings and gardens.","plaza, civic, public-space, historical, events","Dapitan City, Zamboanga del Norte",Mid-November,
Dulian Falls,Tourist,Region IX - Zamboanga Peninsula,8000,4.6,16,7.7849084,122.0529638,"Dulian Falls is a hidden gem with cool, clear waters and a peaceful jungle setting.","waterfall, nature, hiking, scenic, swimming","Barangay Dulian, Sibutad, Zamboanga del Norte",Late February,
El Abuyadero Cave and WaterSpring,Caves,Region IX - Zamboanga Peninsula,8000,5,3,7.7850851,122.0828607,"This cave features an underground spring, perfect for adventurous visitors.","cave, springs, nature, wellness, exploration","Barangay El Abuyadero, Sibutad, Zamboanga del Norte",Late April,
El Museo de Zamboanga,Museums,Region IX - Zamboanga Peninsula,8000,4.5,226,7.7846911,122.0938105,El Museo de Zamboanga displays artifacts and exhibits on the city's rich history.,"museum, culture, history, exhibits, heritage","Zamboanga City, Zamboanga del Sur",Early January,
Fort Pilar Shrine,Historical,Region IX - Zamboanga Peninsula,8000,4.8,5,7.7863771,122.0514108,Fort Pilar Shrine is a revered religious site and symbol of Zamboanga's heritage.,"shrine, religious, heritage, landmark, history","Zamboanga City, Zamboanga del Sur",Late September,
Gilian Mountains,Mountains,Region IX - Zamboanga Peninsula,8000,N/A,N/A,6.9723918,120.8536094,Gilian Mountains offer dramatic landscapes and opportunities for exploration.,"mountain, remote, ridge, hiking, nature","Barangay Gilian, Sibutad, Zamboanga del Norte",First week of May,
Grande Santa Cruz Island,Islands,Region IX - Zamboanga Peninsula,8000,4.2,249,7.7989373,122.0846245,Grande Santa Cruz Island is famous for its pink sand beaches and vibrant marine life.,"island, sandbar, nesting-site, beach, nature","Santa Cruz Island, Zamboanga City, Zamboanga del Sur",Mid-June,
Hermosa Falls,Waterfalls,Region IX - Zamboanga Peninsula,8000,5,8,7.8141252,122.0619786,"Hermosa Falls is a pristine waterfall, popular for its clear waters and tranquil ambiance.","waterfall, plunge, scenic, swimming, nature","Barangay Hermosa, Sibutad, Zamboanga del Norte",Early July,
Ipil Rotunda Obelisk,Cultural,Region IX - Zamboanga Peninsula,8000,4.6,"1,141",7.7850851,122.0828607,"The Ipil Rotunda Obelisk is a prominent landmark, symbolizing unity and progress.","obelisk, monument, landmark, civic, historic","Ipil, Zamboanga Sibugay",Early April,
Jauculan Cave,Caves,Region IX - Zamboanga Peninsula,8000,4.3,527,7.7989373,122.0846245,Jauculan Cave is a quiet spot for spelunking and nature appreciation.,"cave, spelunking, biodiversity, nature, adventure","Barangay Jauculan, Sibutad, Zamboanga del Norte",Mid-May,
Kabungan Beach,Beaches,Region IX - Zamboanga Peninsula,8000,4.3,99,7.7863771,122.0514108,Kabungan Beach is a quiet spot for swimming and beachcombing.,"beach, coastal, snorkeling, sand, nature","Barangay Kabungan, Sibutad, Zamboanga del Norte",Early August,
Kalawit Lake,Lakes,Region IX - Zamboanga Peninsula,8000,4.5,278,7.7847855,122.1509357,Kalawit Lake offers calm waters and picturesque scenery for outdoor enthusiasts.,"lake, forest, freshwater, serene, nature","Kalawit, Zamboanga del Norte",Early September,
Kendis Cave,Caves,Region IX - Zamboanga Peninsula,8000,4.3,"2,174",7.7989373,122.0846245,"Kendis Cave is a hidden gem, popular among local spelunkers.","cave, local-heritage, spelunking, nature, exploration","Barangay Kendis, Sibutad, Zamboanga del Norte",Early June,
King-Prince Forest Nature Park,Parks,Region IX - Zamboanga Peninsula,8000,4.3,527,7.7846911,122.0938105,This nature park offers forest trails and wildlife encounters for eco-tourists.,"nature-park, forest, trails, wildlife, conservation","Barangay King-Prince, Sibutad, Zamboanga del Norte",Late December,
Lacauwan Mountains,Mountains,Region IX - Zamboanga Peninsula,8000,N/A,N/A,6.9723918,120.8536094,"Lacauwan Mountains are a rugged range, ideal for adventurous hikers and nature lovers.","mountain, remote, trekking, biodiversity, nature","Barangay Lacauwan, Sibutad, Zamboanga del Norte",Late April,
Lake Dasay,Lakes,Region IX - Zamboanga Peninsula,8000,4.8,15,7.7847855,122.1509357,"Lake Dasay is a serene lake, surrounded by lush forests and ideal for boating.","lake, forest, freshwater, serene, nature","Barangay Dasay, Sibutad, Zamboanga del Norte",Mid-August,
